,Training,Validation
0,0.7326447010040283,0.6250965053384955
1,0.5456076085567474,0.581237711689689
2,0.4954539448022842,0.5923973457379774
3,0.467244815826416,0.5952105495062742
4,0.4579919815063477,0.5933885113759474
5,0.4624170511960983,0.5725940601392225
6,0.45112245082855223,0.5653685087507422
7,0.4321118384599686,0.5582973875782706
8,0.4314782083034515,0.5680884312499653
9,0.4276121288537979,0.5487236922437494
10,0.4192085027694702,0.5789107490669597
11,0.4194897562265396,0.5557335127483715
12,0.40463695824146273,0.5612200688232075
13,0.3998713314533234,0.5369737608866259
14,0.40166886150836945,0.5393522571433674
15,0.39718359112739565,0.5414298312230543
16,0.39832972884178164,0.5323822823437777
17,0.3894121050834656,0.5597438216209412
18,0.3845652908086777,0.5489186536182057
19,0.3826278358697891,0.5389992486346852
20,0.37859638333320617,0.5388568152080883
21,0.3910162627696991,0.5298554247075861
22,0.3826308697462082,0.5308424017646096
23,0.3764688581228256,0.5289327285506509
24,0.3779892027378082,0.538456762378866
25,0.3805589020252228,0.5383988564664667
26,0.36904377639293673,0.5292603644457731
27,0.36586461067199705,0.5206448056481101
28,0.36464148163795473,0.5345630158077587
29,0.36712884306907656,0.521008160981265
30,0.3459098309278488,0.5161780118942261
31,0.3445627450942993,0.5053929225964979
32,0.331947460770607,0.5157040086659518
33,0.32426744103431704,0.5168523815545168
34,0.30852407664060594,0.4751624356616627
35,0.296030667424202,0.4844054715199904
36,0.28271984606981276,0.49995511228388007
37,0.28452088832855227,0.4828845641829751
38,0.2658605068922043,0.46187220920215954
39,0.24514663815498353,0.4896882745352658
40,0.23240327835083008,0.4604005921970714
41,0.23697215914726258,0.46779061447490344
42,0.21859447956085204,0.4569474865089763
43,0.20881248265504837,0.441577437249097
44,0.20479821860790254,0.4926894713531841
45,0.18547546863555908,0.44352012601765717
46,0.17109338864684104,0.44635437564416364
47,0.17707621455192565,0.4508923034776341
48,0.1776900917291641,0.4621737409721721
49,0.15956848114728928,0.4662256430495869
