,Training,Validation
0,0.4738385649397969,0.6086033582687378
1,0.4462394444271922,0.5649312110174269
2,0.41665682941675186,0.5249103208382925
3,0.38400639872998,0.4856697533811842
4,0.3366060396656394,0.41336886229969205
5,0.2887090900912881,0.34501733382542926
6,0.2228708053007722,0.334866844472431
7,0.1869265146087855,0.29674167647248223
8,0.16953713749535382,0.26447715716702597
9,0.15530817909166217,0.25096733974558966
10,0.14126231567934155,0.2572113201022148
11,0.13716163230128586,0.23519209612693107
12,0.11984939908143133,0.23099491993586221
13,0.11942534742411226,0.2048282605551538
14,0.11679103877395391,0.2440396538447766
15,0.11346739833243191,0.23110153969554675
16,0.11929969431366771,0.23350263688535916
17,0.10492179112043232,0.21170045275773322
18,0.09777652693446726,0.22062156207504727
19,0.11056272953283042,0.20820469054437818
20,0.08746893104398623,0.21563794020385968
21,0.08233630016911775,0.22573125663967358
22,0.0906359635409899,0.22288855839343297
23,0.08590645471122116,0.1729247146064327
24,0.07727183570386842,0.19693514048343613
25,0.0960401549236849,0.21823623599041075
26,0.08209206443279982,0.23062263287249066
27,0.09295449848286808,0.1976634052892526
28,0.07332136202603579,0.1925676946217815
29,0.0956099524628371,0.20846251664417131
30,0.0764062205562368,0.18724830040619486
31,0.07310409634374082,0.212371649486678
32,0.0699968277476728,0.16420890918622413
33,0.09043771907454357,0.22533763182305155
34,0.07656856504036114,0.1976574043787661
35,0.07437571871560067,0.19567113972845532
36,0.08963452058378607,0.1963621722090812
37,0.07007288362365216,0.16858988512484802
38,0.06381717012845911,0.1813950841980321
39,0.07143697710125707,0.19734748009414899
40,0.08194841153454036,0.14185894759637968
41,0.07834478534641676,0.24768189766577312
42,0.06786825612653047,0.19583340361714363
43,0.07165531674399972,0.21534750814593973
44,0.07566696946742013,0.23763508824188084
45,0.060012858535628766,0.17176277492017972
46,0.07073063260759227,0.20007908060437157
47,0.0467520552338101,0.17473005689680576
48,0.052947532618418336,0.20189098481621062
49,0.07767138534109108,0.22582356720453217
50,0.06141284923069179,0.2117774478558983
51,0.04780526159447618,0.18580804547915855
52,0.04887656241771765,0.23301089217975027
53,0.05578902951674536,0.22992087403933206
54,0.07186866612755693,0.22748402019386135
55,0.05488995253108442,0.23324444082876047
56,0.05914951642625965,0.22367066987568424
57,0.0574019011692144,0.16084420751957668
58,0.06710965975071304,0.19376988141309648
59,0.06890092781395651,0.16706994264608338
60,0.047324898856459185,0.13683612653542132
61,0.05474856749060564,0.16983312377262683
62,0.05548903421731666,0.15770793843659617
63,0.06739120205747895,0.15467651392377557
64,0.04305086744716391,0.1567254669609524
65,0.0736587887222413,0.21387703681275957
66,0.06225354512571357,0.15736985916183108
67,0.04304126257193275,0.15663582370394752
68,0.04533244423510041,0.17711754991406842
69,0.0690331490477547,0.15269626277898038
70,0.05674060792080127,0.15908978010217348
71,0.05308797041652724,0.18179966562560626
72,0.05998972849920392,0.1985433003643439
73,0.05758372531272471,0.15311402060268892
74,0.044584273171494715,0.14104384773721299
75,0.054788885106972884,0.1390445275187847
76,0.05642825237009674,0.19008367912222943
77,0.0499012628570199,0.18976865728784884
78,0.05068558730999939,0.1655384018529384
79,0.04357562075892929,0.1819907764327668
80,0.05054704258509446,0.1726536207521955
81,0.0533923982293345,0.20892145715299107
82,0.056486668006982654,0.20396068692207336
83,0.0439985816628905,0.15295395665314226
84,0.03300382359884679,0.17825399042062817
85,0.047982702395529486,0.19534484980007014
86,0.04363647421996575,0.1591828407364942
87,0.05240936638438143,0.21426270019617819
88,0.04038189297716599,0.20590393999147982
89,0.05173644878959749,0.2029852123398866
90,0.05161952854541596,0.17077122710733897
91,0.05177888632169925,0.13409710444864772
92,0.03778875604621135,0.15662330238237268
93,0.042337466264143586,0.15867645911029762
94,0.03429890231927857,0.1360493929214066
95,0.048121656727744266,0.14592308488984904
96,0.03804621484596282,0.14300122369258178
97,0.043219240025791805,0.16137398411298082
98,0.039210715563967824,0.14198365931709608
99,0.032673786248778924,0.14716125689890414
