,Training,Validation
0,0.5938108328141665,0.58604905576933
1,0.4937182351162559,0.5675387552806309
2,0.4542219450599269,0.5615817805131277
3,0.4311599856928775,0.5397210461752755
4,0.392990076228192,0.5221072151547387
5,0.3534914898244958,0.503228756643477
6,0.32349612916770737,0.48439933572496685
7,0.28680665320471715,0.46839300223759245
8,0.24832849047685923,0.46649744397117976
9,0.21349765360355377,0.471312688929694
10,0.18738095697603727,0.4472574314900807
11,0.17204072130353829,0.4797313000474657
12,0.14700152332845487,0.4589321528162275
13,0.1450416186922475,0.4642364780108134
14,0.10579367609400499,0.46766614204361323
15,0.11394294665047996,0.47840750217437744
16,0.11011789935199838,0.46967457447733196
17,0.09259778123937155,0.48262693058876766
18,0.08528428760014083,0.48927255045799983
19,0.07419728193628161,0.5093007250910714
20,0.08173626327985212,0.5197433779637018
21,0.0694751512063177,0.525757984036491
22,0.06064519227335328,0.5255215175095058
23,0.062378834736974614,0.5401412518251509
24,0.06690336401133161,0.5069950421651205
25,0.07365575746486061,0.5335775720221656
26,0.049115548596570364,0.5790042579174042
27,0.05559681679465269,0.5944116214911143
28,0.04795533202980694,0.5813077475343432
29,0.04789779207816249,0.5835273393562862
30,0.040041946756996606,0.5859508556979043
31,0.0512443563753837,0.542515774567922
32,0.03484590385893458,0.6229936395372663
33,0.04909111706441954,0.593133582955315
34,0.05356948959984278,0.6710870072600388
35,0.03987559945763726,0.7009247314362299
36,0.03163397782727292,0.5982156757797513
37,0.04000971074167051,0.6151169815233776
38,0.03459259725518917,0.6467237713791075
39,0.03969601894679822,0.6936094987960089
40,0.028528668991241016,0.690864452293941
41,0.03082798690976281,0.7172776531605494
42,0.03960325149819255,0.6378050368456614
43,0.03052912904929958,0.7406072467565536
44,0.03352769599051068,0.7068315687633696
45,0.040605781599879265,0.7780330869413558
46,0.026239361663005854,0.7559526647840228
47,0.028111441992223263,0.721127375250771
48,0.03192318127931733,0.7055659067063105
49,0.028495847492625837,0.7157947676522392
50,0.04549065492066898,0.7745679233755384
51,0.02169128431399402,0.7640124147846585
52,0.019373377883120588,0.7330497044715143
53,0.019429520752869155,0.7554420204389662
54,0.02616061548408317,0.7287735630358968
55,0.019428224425370757,0.7055751454262507
56,0.02084587948200734,0.7288126633280799
57,0.0301635459702658,0.7253847462790353
58,0.032966781554645615,0.7895483236227717
59,0.026365346275269985,0.7188557017417181
60,0.02878223896320713,0.7860245860758281
61,0.01521957810281923,0.7012301584084829
62,0.018895886470808795,0.7028664194402241
63,0.014908975823537299,0.7189945841119403
64,0.016570076003278558,0.7283527567273095
65,0.021762673142611197,0.7061637185868763
66,0.013364320437080766,0.777669492222014
67,0.02087006869872934,0.772112732841855
68,0.029474208744144755,0.8278491922787258
69,0.016591190434011974,0.777090113787424
70,0.031216511086217667,0.7389933552060809
71,0.016340054522611593,0.8227210577045169
72,0.026109407790691444,0.8031757459754035
73,0.01912368485998166,0.7475229523011616
74,0.021629143028373,0.8153964380423228
75,0.016424598760510747,0.7116174002488455
76,0.03320953164151624,0.8872938865707034
77,0.03893855064617176,0.8390009459995088
78,0.02002988161984831,0.7033914639836266
79,0.017104797543173556,0.70038264918895
80,0.018062780182318466,0.8285382361639113
81,0.030408323025575987,0.8342118178095136
82,0.0277311330979788,0.8818684234505608
83,0.02467582938506415,0.7481826593478521
84,0.022732803604173426,0.8464195096776599
85,0.04400657058546418,0.8450048104638145
86,0.014310095397951571,0.804573213770276
87,0.02579458839088482,0.7854711647544589
88,0.025920980426139738,0.7723058660825094
89,0.015788323907671792,0.7726671894391378
90,0.028833132482280855,0.8104584859240622
91,0.014894812570051536,0.8260557843106133
92,0.024128412380569467,0.8141893559978122
93,0.012440403837612584,0.7008285423119863
94,0.007179950296535696,0.7863698232741583
95,0.018585809402314846,0.8117228455486751
96,0.01530381127897846,0.8851098819147973
97,0.012874525775642772,0.8330989224570138
98,0.01569977533807488,0.8422040087836129
99,0.012665218330527606,0.8414783449400038
