,Training,Validation
0,81.15234375,72.94832826747721
1,85.546875,72.94832826747721
2,95.703125,90.12158054711246
3,97.4609375,91.48936170212765
4,97.94921875,94.22492401215806
5,97.75390625,93.61702127659575
6,98.4375,93.61702127659575
7,98.53515625,94.07294832826749
8,98.828125,94.68085106382979
9,98.046875,92.85714285714286
10,98.33984375,94.37689969604864
11,98.828125,94.22492401215806
12,99.0234375,94.52887537993921
13,98.92578125,94.07294832826749
14,99.0234375,94.52887537993921
15,98.92578125,94.37689969604864
16,98.73046875,94.37689969604864
17,98.92578125,94.52887537993921
18,98.828125,94.68085106382979
19,99.70703125,94.52887537993921
20,99.0234375,94.22492401215806
21,98.92578125,94.37689969604864
22,99.21875,94.07294832826749
23,99.31640625,94.07294832826749
24,99.0234375,94.52887537993921
25,99.31640625,94.22492401215806
26,99.21875,94.22492401215806
27,98.4375,95.44072948328267
28,99.4140625,94.68085106382979
29,98.6328125,93.9209726443769
30,99.12109375,94.83282674772036
31,99.51171875,95.13677811550151
32,98.92578125,94.98480243161094
33,98.92578125,96.65653495440729
34,99.21875,92.85714285714286
35,98.33984375,94.68085106382979
36,99.21875,96.65653495440729
37,99.0234375,94.22492401215806
38,98.73046875,94.07294832826749
39,98.2421875,92.09726443768997
40,98.4375,96.20060790273556
41,99.31640625,94.22492401215806
42,98.828125,95.13677811550151
43,98.92578125,96.35258358662614
44,98.73046875,94.98480243161094
45,99.4140625,93.76899696048632
46,99.0234375,93.00911854103343
47,99.4140625,95.2887537993921
48,99.609375,96.20060790273556
49,99.31640625,94.52887537993921
