,Training,Validation
0,80.0,72.94832826747721
1,84.33333333333333,79.63525835866263
2,92.66666666666667,79.48328267477204
3,96.16666666666667,79.7872340425532
4,98.16666666666667,79.7872340425532
5,98.83333333333333,70.82066869300911
6,98.66666666666667,80.3951367781155
7,99.0,79.0273556231003
8,99.5,80.09118541033435
9,99.16666666666667,80.85106382978722
10,98.66666666666667,80.3951367781155
11,99.0,79.17933130699089
12,99.5,81.0030395136778
13,99.5,81.30699088145896
14,99.0,79.93920972644378
15,99.5,80.3951367781155
16,99.16666666666667,80.85106382978722
17,99.83333333333333,80.69908814589665
18,99.66666666666667,80.3951367781155
19,99.66666666666667,80.69908814589665
20,99.83333333333333,81.30699088145896
21,99.5,80.85106382978722
22,99.5,81.0030395136778
23,98.66666666666667,80.85106382978722
24,99.83333333333333,81.45896656534954
25,99.66666666666667,81.0030395136778
26,99.66666666666667,81.0030395136778
27,99.16666666666667,81.15501519756839
28,99.33333333333333,81.0030395136778
29,99.33333333333333,79.48328267477204
30,98.66666666666667,79.17933130699089
31,98.83333333333333,81.15501519756839
32,99.66666666666667,81.15501519756839
33,99.16666666666667,80.09118541033435
34,99.5,80.3951367781155
35,99.16666666666667,81.91489361702128
36,99.5,80.09118541033435
37,99.66666666666667,79.48328267477204
38,98.66666666666667,82.67477203647417
39,99.66666666666667,80.69908814589665
40,99.33333333333333,81.0030395136778
41,99.16666666666667,81.30699088145896
42,99.83333333333333,80.85106382978722
43,99.33333333333333,81.45896656534954
44,98.66666666666667,81.61094224924013
45,99.0,81.0030395136778
46,99.5,82.52279635258358
47,99.5,81.45896656534954
48,99.16666666666667,80.3951367781155
49,99.83333333333333,81.61094224924013
50,99.5,81.0030395136778
51,99.5,81.45896656534954
52,99.5,81.91489361702128
53,100.0,82.06686930091185
54,99.83333333333333,82.37082066869301
55,99.83333333333333,81.91489361702128
56,99.83333333333333,82.21884498480243
57,99.5,82.21884498480243
58,99.66666666666667,81.91489361702128
59,100.0,82.06686930091185
60,99.83333333333333,81.91489361702128
61,99.33333333333333,81.15501519756839
62,100.0,81.30699088145896
63,99.83333333333333,81.7629179331307
64,99.83333333333333,81.45896656534954
65,99.5,81.7629179331307
66,99.83333333333333,81.30699088145896
67,99.66666666666667,82.52279635258358
68,99.5,82.21884498480243
69,99.66666666666667,81.91489361702128
70,99.83333333333333,81.61094224924013
71,99.66666666666667,82.52279635258358
72,100.0,82.06686930091185
73,99.5,81.45896656534954
74,99.16666666666667,82.97872340425532
75,99.5,81.7629179331307
76,99.33333333333333,81.7629179331307
77,99.83333333333333,81.91489361702128
78,99.83333333333333,82.97872340425532
79,99.66666666666667,81.61094224924013
80,98.83333333333333,80.85106382978722
81,99.83333333333333,82.37082066869301
82,99.33333333333333,84.49848024316108
83,99.5,83.1306990881459
84,99.16666666666667,82.06686930091185
85,99.33333333333333,82.82674772036475
86,99.83333333333333,84.65045592705167
87,99.66666666666667,83.89057750759878
88,99.83333333333333,84.04255319148936
89,100.0,84.19452887537993
90,99.83333333333333,84.65045592705167
91,99.83333333333333,83.89057750759878
92,100.0,83.43465045592706
93,99.83333333333333,83.73860182370821
94,100.0,83.89057750759878
95,100.0,84.19452887537993
96,99.83333333333333,82.82674772036475
97,99.66666666666667,82.67477203647417
98,100.0,83.43465045592706
99,100.0,83.28267477203647
